,f_Hz,G_mS,B_ms
329,4997399.6475,0.2807213657702583,-0.29443530724903544
330,4997402.075,0.2765313382045004,-0.2813900599739013
331,4997404.5025,0.27452560267304593,-0.27275035365194233
332,4997406.93,0.2675830090597748,-0.26382403733939036
333,4997409.3575,0.26646151590351574,-0.2541837599580151
334,4997411.785,0.262567816284362,-0.2445146554419899
335,4997414.2125,0.25938430169007143,-0.2342640072401533
336,4997416.64,0.2533427306657026,-0.2257317415558184
337,4997419.0675,0.2508482032250837,-0.21592622941081172
338,4997421.495,0.249719539389016,-0.2061594951145644
339,4997423.9225,0.24579817974563725,-0.19754463801676936
340,4997426.35,0.2417513399997877,-0.18940877924217772
341,4997428.7775,0.23715788185708112,-0.18024124570165748
342,4997431.205,0.2353178228521734,-0.17125314179463208
343,4997433.6325,0.23233169389695515,-0.1619773727175353
344,4997436.06,0.2282834809571143,-0.15326946811586534
345,4997438.4875,0.22652119801774317,-0.1441295673378669
346,4997440.915,0.22209130822387216,-0.13679334893986914
347,4997443.3425,0.22009050148164186,-0.1289234463527871
348,4997445.77,0.21960687235142573,-0.12128002625372145
349,4997448.1975,0.21608246971935982,-0.11159932364969292
350,4997450.625,0.21315996407470944,-0.10440294963810824
351,4997453.0525,0.21010839788343322,-0.0970208533391813
352,4997455.48,0.20832720171613464,-0.09037658800272355
353,4997457.9075,0.2066920813758479,-0.08090774583271404
354,4997460.335,0.20320672177669777,-0.07464364180219916
355,4997462.7625,0.19998843126280313,-0.06655735882082432
356,4997465.19,0.20005192560956264,-0.058751889452115645
357,4997467.6175,0.19587690892817175,-0.05132979354585922
358,4997470.045,0.19442727242679678,-0.04493449537739966
359,4997472.4725,0.19116018505941662,-0.03981096700647308
360,4997474.9,0.18956642395002476,-0.029959556217840414
361,4997477.3275,0.18679885985298741,-0.024249947657746268
362,4997479.755,0.18416170498434045,-0.018416091586329706
363,4997482.1825,0.1805467225746054,-0.011209821219673044
364,4997484.61,0.17963574620877734,-0.005137978625718751
365,4997487.0375,0.17814744110053096,0.0025031556061815307
366,4997489.465,0.1766078328459327,0.008620606866209765
367,4997491.8925,0.17461145118794869,0.013751204153656833
368,4997494.32,0.1746113730774922,0.021258185730550452
369,4997496.7475,0.17098688045497829,0.028146603102249954
370,4997499.175,0.17134726298324424,0.03326097352697912
371,4997501.6025,0.16739849075102986,0.03998087109159751
372,4997504.03,0.16741534845522932,0.046730642157800185
373,4997506.4575,0.16368509378852442,0.051669328226735714
374,4997508.885,0.1630605964889589,0.058832863804436
375,4997511.3125,0.16033959420687008,0.06330726660158198
376,4997513.74,0.1575439605364438,0.07005892154033576
377,4997516.1675,0.15880470500454938,0.0754994770050642
378,4997518.595,0.15691530601550194,0.08112507263879642
379,4997521.0225,0.15588720591656424,0.08699858564098621
380,4997523.45,0.15464354473589917,0.09112297359057027
381,4997525.8775,0.1512437279598466,0.09830397046641433
382,4997528.305,0.14942250257983647,0.10243044960900766
383,4997530.7325,0.14874251401061603,0.10915492165094326
384,4997533.16,0.1463806486924633,0.11324589189391521
385,4997535.5875,0.1474954167162096,0.1184178800511049
386,4997538.015,0.144603040568063,0.1237681107547029
387,4997540.4425,0.14328069760120424,0.12907696165790744
388,4997542.87,0.14000774604767394,0.13337963493450225
389,4997545.2975,0.14215657412197436,0.13849800371590332
390,4997547.725,0.1399466069045136,0.14339231680404585
391,4997550.1525,0.13732258546212886,0.14902602252794067
392,4997552.58,0.13521345092565534,0.15458992662505908
393,4997555.0075,0.13531069905203064,0.1602816694852818
394,4997557.435,0.13567218310837573,0.16308008528724174
395,4997559.8625,0.13313361025983356,0.1695006534605161
396,4997562.29,0.13252948326950356,0.17501739470794125
397,4997564.7175,0.13055962618677328,0.17805146023290508
398,4997567.145,0.1323699466855677,0.18277711836321855
399,4997569.5725,0.1288586274309207,0.18813898745768162
